"","location","date","total_deaths_per_million","mask_category"
"864","Denmark",93,31.791,1
"865","France",93,92.655,3
"866","Germany",93,51.793,2
"867","Bosnia and Herzegovina",93,8.969,1
"868","Serbia",93,8.441,1
"869","Hungary",93,4.715,3
"870","Slovenia",93,15.567,2
"871","Poland",93,2.584,3
"872","United Kingdom",93,155.179,2
"873","Albania",93,7.037,1
"874","Bulgaria",93,2.949,1
"875","Greece",93,7.415,3
"876","North Macedonia",93,10.986,2
"877","Romania",93,8.953,3
"878","Slovakia",93,0.354,3
"879","Sweden",93,73.938,1
"880","Czechia",93,7.814,1
"881","Croatia",93,3.97,1
"882","Belgium",93,225.036,2
"883","Estonia",93,67.116,2
"884","Ukraine",94,0.907,2
"885","Bosnia and Herzegovina",94,9.278,1
"886","Portugal",94,34.661,3
"887","Latvia",94,1.081,2
"888","Hungary",94,5.819,3
"889","France",94,92.655,3
"890","Slovenia",94,15.567,2
"891","Croatia",94,4.466,1
"892","Norway",94,12.697,1
"893","North Macedonia",94,10.986,2
"894","Sweden",94,81.901,1
"895","Estonia",94,67.116,2
"896","Poland",94,3.237,3
"897","Greece",94,7.415,3
"898","Serbia",94,8.877,1
"899","Albania",94,7.388,1
"900","Netherlands",94,131.917,1
"901","Belgium",94,246.827,2
"902","Czechia",94,8.767,1
"903","Italy",94,290.104,3
"904","Spain",94,303.163,3
"905","Romania",94,10.021,3
"906","Switzerland",94,99.766,1
"907","Lithuania",94,4,3
"908","Slovakia",94,0.354,3
"909","Belarus",94,1.363,1
"910","Finland",94,36.999,1
"911","Denmark",94,34.511,1
"912","United Kingdom",94,172.481,2
"913","Austria",94,26.287,1
"914","Bulgaria",94,2.949,1
"915","Germany",94,51.793,2
"916","Ireland",94,57.534,2
"917","Estonia",95,67.116,2
"918","Ukraine",95,0.907,2
"919","Croatia",95,4.714,1
"920","Sweden",95,92.802,1
"921","Slovenia",95,15.567,2
"922","Bosnia and Herzegovina",95,10.515,1
"923","Ireland",95,64.303,2
"924","Germany",95,51.793,2
"925","Serbia",95,9.459,1
"926","Albania",95,7.74,1
"927","Austria",95,29.196,1
"928","Denmark",95,37.061,1
"929","Latvia",95,1.081,2
"930","France",95,92.655,3
"931","Spain",95,303.163,3
"932","Belarus",95,1.363,1
"933","Slovakia",95,0.354,3
"934","Czechia",95,10.196,1
"935","Finland",95,40.067,1
"936","Greece",95,7.415,3
"937","Belgium",95,270.506,2
"938","Romania",95,11.191,3
"939","Switzerland",95,106.402,1
"940","Portugal",95,34.661,3
"941","Hungary",95,6.622,3
"942","Netherlands",95,131.917,1
"943","Poland",95,3.964,3
"944","Lithuania",95,4,3
"945","United Kingdom",95,191.619,2
"946","Bulgaria",95,2.949,1
"947","Norway",95,14.721,1
"948","Italy",95,299.284,3
"949","North Macedonia",95,10.986,2
"950","Poland",96,4.366,3
"951","Slovenia",96,15.567,2
"952","Switzerland",96,111.55,1
"953","Belarus",96,1.363,1
"954","Norway",96,16.193,1
"955","Ireland",96,74.456,2
"956","Bulgaria",96,2.949,1
"957","France",96,92.655,3
"958","Latvia",96,1.081,2
"959","United Kingdom",96,213.231,2
"960","Germany",96,51.793,2
"961","Slovakia",96,0.354,3
"962","Hungary",96,7.725,3
"963","Romania",96,12.615,3
"964","Belgium",96,298.217,2
"965","Lithuania",96,4.364,3
"966","Croatia",96,4.962,1
"967","Sweden",96,100.954,1
"968","Ukraine",96,0.907,2
"969","Bosnia and Herzegovina",96,10.824,1
"970","Czechia",96,11.149,1
"971","North Macedonia",96,10.986,2
"972","Netherlands",96,131.917,1
"973","Finland",96,40.789,1
"974","Italy",96,309.617,3
"975","Spain",96,303.163,3
"976","Serbia",96,9.605,1
"977","Estonia",96,67.116,2
"978","Portugal",96,34.661,3
"979","Austria",96,30.986,1
"980","Greece",96,7.415,3
"981","Denmark",96,40.291,1
"982","Albania",96,7.74,1
"983","Lithuania",97,4.727,3
"984","Belgium",97,321.382,2
"985","Germany",97,51.793,2
"986","Latvia",97,1.081,2
"987","Albania",97,7.74,1
"988","United Kingdom",97,233.539,2
"989","Poland",97,4.541,3
"990","Switzerland",97,117.499,1
"991","Spain",97,303.163,3
"992","Finland",97,41.872,1
"993","Romania",97,13.734,3
"994","Greece",97,7.415,3
"995","North Macedonia",97,10.986,2
"996","Netherlands",97,131.917,1
"997","Sweden",97,109.485,1
"998","Italy",97,319.272,3
"999","Estonia",97,67.116,2
"1000","Croatia",97,5.21,1
"1001","Hungary",97,8.528,3
"1002","Serbia",97,10.332,1
"1003","Portugal",97,34.661,3
"1004","Ukraine",97,0.907,2
"1005","Austria",97,33.447,1
"1006","Bulgaria",97,2.949,1
"1007","Bosnia and Herzegovina",97,11.133,1
"1008","Czechia",97,12.197,1
"1009","Slovenia",97,15.567,2
"1010","France",97,92.655,3
"1011","Belarus",97,1.993,1
"1012","Norway",97,16.929,1
"1013","Denmark",97,41.991,1
"1014","Ireland",97,81.225,2
"1015","Slovakia",97,0.354,3
"1016","Sweden",98,119.154,1
"1017","Netherlands",98,191.129,1
"1018","North Macedonia",98,18.151,2
"1019","Romania",98,14.802,3
"1020","Slovenia",98,28.776,2
"1021","Belgium",98,347.12,2
"1022","Ireland",98,90.382,2
"1023","Italy",98,329.757,3
"1024","Denmark",98,44.201,1
"1025","Estonia",98,73.903,2
"1026","Germany",98,74.319,2
"1027","Slovakia",98,0.354,3
"1028","Croatia",98,5.21,1
"1029","Albania",98,8.092,1
"1030","Spain",98,403.376,3
"1031","United Kingdom",98,253.078,2
"1032","Belarus",98,2.412,1
"1033","Czechia",98,12.96,1
"1034","Serbia",98,10.769,1
"1035","Austria",98,35.796,1
"1036","Lithuania",98,5.091,3
"1037","Norway",98,18.034,1
"1038","Switzerland",98,122.648,1
"1039","Portugal",98,58.612,3
"1040","Greece",98,9.533,3
"1041","Poland",98,5.219,3
"1042","France",98,144.399,3
"1043","Hungary",98,9.932,3
"1044","Finland",98,41.872,1
"1045","Ukraine",98,1.637,2
"1046","Latvia",98,3.782,2
"1047","Bulgaria",98,4.276,1
"1048","Bosnia and Herzegovina",98,11.443,1
"1049","Portugal",99,58.612,3
"1050","Albania",99,8.092,1
"1051","Bulgaria",99,4.276,1
"1052","Hungary",99,10.936,3
"1053","Estonia",99,73.903,2
"1054","Poland",99,5.796,3
"1055","Spain",99,403.376,3
"1056","Croatia",99,5.707,1
"1057","Denmark",99,46.411,1
"1058","Lithuania",99,5.454,3
"1059","Italy",99,337.057,3
"1060","Bosnia and Herzegovina",99,11.752,1
"1061","Czechia",99,13.913,1
"1062","Belarus",99,2.727,1
"1063","Latvia",99,3.782,2
"1064","Germany",99,74.319,2
"1065","Slovakia",99,0.354,3
"1066","France",99,144.399,3
"1067","Ireland",99,99.938,2
"1068","Slovenia",99,28.776,2
"1069","Norway",99,18.954,1
"1070","Serbia",99,11.642,1
"1071","Austria",99,37.697,1
"1072","Ukraine",99,1.637,2
"1073","Netherlands",99,191.129,1
"1074","Switzerland",99,126.767,1
"1075","North Macedonia",99,18.151,2
"1076","United Kingdom",99,273.253,2
"1077","Sweden",99,128.349,1
"1078","Greece",99,9.533,3
"1079","Finland",99,42.413,1
"1080","Romania",99,15.972,3
"1081","Belgium",99,371.914,2
"1082","Slovakia",100,0.354,3
"1083","Finland",100,43.496,1
"1084","Serbia",100,12.37,1
"1085","Ireland",100,109.096,2
"1086","Lithuania",100,5.818,3
"1087","Latvia",100,3.782,2
"1088","Denmark",100,48.451,1
"1089","North Macedonia",100,18.151,2
"1090","Austria",100,38.928,1
"1091","Switzerland",100,130.885,1
"1092","Bosnia and Herzegovina",100,12.061,1
"1093","Belgium",100,394.907,2
"1094","Czechia",100,14.961,1
"1095","Belarus",100,3.041,1
"1096","Romania",100,16.837,3
"1097","France",100,144.399,3
"1098","Spain",100,403.376,3
"1099","Portugal",100,58.612,3
"1100","United Kingdom",100,293.635,2
"1101","Bulgaria",100,4.276,1
"1102","Italy",100,346.644,3
"1103","Poland",100,6.122,3
"1104","Norway",100,20.978,1
"1105","Estonia",100,73.903,2
"1106","Greece",100,9.533,3
"1107","Hungary",100,12.24,3
"1108","Germany",100,74.319,2
"1109","Croatia",100,6.203,1
"1110","Ukraine",100,1.637,2
"1111","Slovenia",100,28.776,2
"1112","Albania",100,8.092,1
"1113","Netherlands",100,191.129,1
"1114","Sweden",100,136.312,1
"1115","Greece",101,9.533,3
"1116","Ireland",101,120.443,2
"1117","Slovakia",101,1.063,3
"1118","Norway",101,23.37,1
"1119","Ukraine",101,1.637,2
"1120","Bulgaria",101,4.276,1
"1121","Slovenia",101,28.776,2
"1122","Belgium",101,418.328,2
"1123","Latvia",101,3.782,2
"1124","Italy",101,356.841,3
"1125","Poland",101,6.573,3
"1126","Estonia",101,73.903,2
"1127","France",101,144.399,3
"1128","Hungary",101,13.444,3
"1129","Croatia",101,7.692,1
"1130","Spain",101,403.376,3
"1131","Sweden",101,144.938,1
"1132","Germany",101,74.319,2
"1133","Netherlands",101,191.129,1
"1134","Switzerland",101,135.119,1
"1135","Serbia",101,13.68,1
"1136","Denmark",101,50.831,1
"1137","Bosnia and Herzegovina",101,12.37,1
"1138","North Macedonia",101,18.151,2
"1139","Finland",101,44.398,1
"1140","Czechia",101,15.819,1
"1141","Romania",101,17.854,3
"1142","Portugal",101,58.612,3
"1143","Lithuania",101,7.273,3
"1144","United Kingdom",101,311.855,2
"1145","Belarus",101,3.461,1
"1146","Austria",101,41.277,1
"1147","Albania",101,8.092,1
"1148","Netherlands",102,191.129,1
"1149","Portugal",102,58.612,3
"1150","Austria",102,42.619,1
"1151","Ukraine",102,1.637,2
"1152","North Macedonia",102,18.151,2
"1153","Switzerland",102,139.466,1
"1154","Greece",102,9.533,3
"1155","Hungary",102,14.247,3
"1156","Lithuania",102,7.273,3
"1157","Bosnia and Herzegovina",102,12.68,1
"1158","Finland",102,44.579,1
"1159","France",102,144.399,3
"1160","Italy",102,366.632,3
"1161","Slovenia",102,28.776,2
"1162","Poland",102,7.125,3
"1163","Estonia",102,73.903,2
"1164","Belarus",102,3.776,1
"1165","Norway",102,23.922,1
"1166","Albania",102,8.444,1
"1167","Belgium",102,440.634,2
"1168","Denmark",102,52.531,1
"1169","Germany",102,74.319,2
"1170","Romania",102,18.922,3
"1171","Czechia",102,15.819,1
"1172","Ireland",102,129.8,2
"1173","United Kingdom",102,330.401,2
"1174","Bulgaria",102,4.276,1
"1175","Serbia",102,14.407,1
"1176","Croatia",102,8.188,1
"1177","Spain",102,403.376,3
"1178","Slovakia",102,1.418,3
"1179","Latvia",102,3.782,2
"1180","Sweden",102,155.839,1
"1181","Bosnia and Herzegovina",103,13.298,1
"1182","Finland",103,44.94,1
"1183","Ireland",103,139.754,2
"1184","North Macedonia",103,18.151,2
"1185","Norway",103,25.026,1
"1186","Netherlands",103,191.129,1
"1187","Switzerland",103,143.814,1
"1188","Greece",103,9.533,3
"1189","Romania",103,19.94,3
"1190","Slovakia",103,1.595,3
"1191","Italy",103,375.524,3
"1192","Serbia",103,14.989,1
"1193","Slovenia",103,28.776,2
"1194","United Kingdom",103,349.287,2
"1195","Spain",103,403.376,3
"1196","Hungary",103,15.651,3
"1197","Czechia",103,16.009,1
"1198","Poland",103,7.828,3
"1199","Croatia",103,8.684,1
"1200","Belarus",103,4.195,1
"1201","Sweden",103,166.361,1
"1202","Denmark",103,54.571,1
"1203","Lithuania",103,7.636,3
"1204","Germany",103,74.319,2
"1205","Austria",103,44.409,1
"1206","Latvia",103,3.782,2
"1207","France",103,144.399,3
"1208","Belgium",103,464.571,2
"1209","Portugal",103,58.612,3
"1210","Ukraine",103,1.637,2
"1211","Bulgaria",103,4.276,1
"1212","Estonia",103,73.903,2
"1213","Albania",103,8.796,1
"1214","Germany",104,74.319,2
"1215","Lithuania",104,8,3
"1216","Finland",104,45.12,1
"1217","Sweden",104,174.229,1
"1218","Romania",104,20.906,3
"1219","Spain",104,403.376,3
"1220","Slovakia",104,1.949,3
"1221","Slovenia",104,28.776,2
"1222","Netherlands",104,191.129,1
"1223","Albania",104,9.147,1
"1224","Denmark",104,57.121,1
"1225","Norway",104,25.026,1
"1226","Serbia",104,16.008,1
"1227","Bosnia and Herzegovina",104,14.226,1
"1228","Belarus",104,4.51,1
"1229","Croatia",104,8.932,1
"1230","Poland",104,8.28,3
"1231","Austria",104,46.646,1
"1232","Estonia",104,73.903,2
"1233","France",104,144.399,3
"1234","Bulgaria",104,4.276,1
"1235","Portugal",104,58.612,3
"1236","Italy",104,385.264,3
"1237","Ireland",104,149.907,2
"1238","Ukraine",104,1.637,2
"1239","North Macedonia",104,18.151,2
"1240","Greece",104,9.533,3
"1241","Latvia",104,3.782,2
"1242","Hungary",104,17.256,3
"1243","Czechia",104,16.772,1
"1244","United Kingdom",104,368.84,2
"1245","Switzerland",104,148.047,1
"1246","Belgium",104,485.59,2
"1247","Lithuania",105,8.363,3
"1248","Romania",105,21.415,3
"1249","Estonia",105,84.46,2
"1250","Poland",105,8.656,3
"1251","Croatia",105,9.677,1
"1252","Greece",105,10.881,3
"1253","Denmark",105,58.821,1
"1254","Sweden",105,182.381,1
"1255","Netherlands",105,241.573,1
"1256","Slovakia",105,2.126,3
"1257","Latvia",105,4.323,2
"1258","Serbia",105,17.027,1
"1259","United Kingdom",105,387.608,2
"1260","Czechia",105,17.153,1
"1261","Belarus",105,4.719,1
"1262","Bulgaria",105,6.193,1
"1263","Austria",105,48.212,1
"1264","France",105,186.641,3
"1265","Belgium",105,503.263,2
"1266","Portugal",105,79.74,3
"1267","Ukraine",105,2.141,2
"1268","North Macedonia",105,26.748,2
"1269","Albania",105,9.147,1
"1270","Germany",105,89.025,2
"1271","Slovenia",105,39.154,2
"1272","Ireland",105,158.468,2
"1273","Bosnia and Herzegovina",105,14.535,1
"1274","Finland",105,45.842,1
"1275","Norway",105,27.234,1
"1276","Italy",105,393.428,3
"1277","Switzerland",105,151.937,1
"1278","Hungary",105,18.962,3
"1279","Spain",105,478.567,3
"1280","Austria",106,50.114,1
"1281","Poland",106,8.982,3
"1282","Bosnia and Herzegovina",106,14.844,1
"1283","Germany",106,89.025,2
"1284","Netherlands",106,241.573,1
"1285","North Macedonia",106,26.748,2
"1286","United Kingdom",106,405.206,2
"1287","Finland",106,46.203,1
"1288","Lithuania",106,9.454,3
"1289","Belarus",106,4.929,1
"1290","France",106,186.641,3
"1291","Ukraine",106,2.141,2
"1292","Portugal",106,79.74,3
"1293","Czechia",106,18.01,1
"1294","Italy",106,400.762,3
"1295","Ireland",106,169.218,2
"1296","Spain",106,478.567,3
"1297","Hungary",106,19.965,3
"1298","Switzerland",106,154.454,1
"1299","Serbia",106,17.754,1
"1300","Norway",106,28.338,1
"1301","Slovenia",106,39.154,2
"1302","Latvia",106,4.323,2
"1303","Denmark",106,60.351,1
"1304","Albania",106,9.147,1
"1305","Belgium",106,520.937,2
"1306","Romania",106,22.941,3
"1307","Greece",106,10.881,3
"1308","Croatia",106,11.661,1
"1309","Estonia",106,84.46,2
"1310","Slovakia",106,2.304,3
"1311","Sweden",106,190.628,1
"1312","Bulgaria",106,6.193,1
"1313","Latvia",107,4.323,2
"1314","Netherlands",107,241.573,1
"1315","Slovakia",107,2.481,3
"1316","United Kingdom",107,421.826,2
"1317","Ireland",107,178.177,2
"1318","France",107,186.641,3
"1319","Portugal",107,79.74,3
"1320","Switzerland",107,158.802,1
"1321","Slovenia",107,39.154,2
"1322","Denmark",107,61.881,1
"1323","Croatia",107,11.661,1
"1324","Bosnia and Herzegovina",107,15.154,1
"1325","Estonia",107,84.46,2
"1326","Spain",107,478.567,3
"1327","Bulgaria",107,6.193,1
"1328","Finland",107,46.745,1
"1329","Germany",107,89.025,2
"1330","Lithuania",107,9.454,3
"1331","Italy",107,408.452,3
"1332","Hungary",107,21.37,3
"1333","Poland",107,9.484,3
"1334","Belarus",107,5.349,1
"1335","Czechia",107,18.677,1
"1336","North Macedonia",107,26.748,2
"1337","Austria",107,52.016,1
"1338","Greece",107,10.881,3
"1339","Romania",107,24.314,3
"1340","Ukraine",107,2.141,2
"1341","Belgium",107,536.809,2
"1342","Norway",107,28.338,1
"1343","Sweden",107,198.685,1
"1344","Albania",107,9.147,1
"1345","Serbia",107,18.191,1
"1346","Spain",108,478.567,3
"1347","Italy",108,417.498,3
"1348","Denmark",108,62.901,1
"1349","Ireland",108,185.941,2
"1350","Hungary",108,22.574,3
"1351","Belgium",108,554.654,2
"1352","Romania",108,25.332,3
"1353","Lithuania",108,9.818,3
"1354","Albania",108,9.147,1
"1355","Slovenia",108,39.154,2
"1356","Finland",108,47.286,1
"1357","Greece",108,10.881,3
"1358","Norway",108,29.995,1
"1359","Estonia",108,84.46,2
"1360","Switzerland",108,162.577,1
"1361","Croatia",108,11.91,1
"1362","Belarus",108,5.768,1
"1363","Serbia",108,18.919,1
"1364","Portugal",108,79.74,3
"1365","Latvia",108,4.323,2
"1366","France",108,186.641,3
"1367","Czechia",108,19.44,1
"1368","North Macedonia",108,26.748,2
"1369","United Kingdom",108,438.994,2
"1370","Bosnia and Herzegovina",108,15.772,1
"1371","Austria",108,53.022,1
"1372","Netherlands",108,241.573,1
"1373","Bulgaria",108,6.193,1
"1374","Germany",108,89.025,2
"1375","Slovakia",108,2.481,3
"1376","Poland",108,9.986,3
"1377","Ukraine",108,2.141,2
"1378","Sweden",108,204.562,1
"1379","Sweden",109,211.861,1
"1380","Latvia",109,4.323,2
"1381","Slovenia",109,39.154,2
"1382","Belgium",109,571.298,2
"1383","Serbia",109,19.501,1
"1384","Portugal",109,79.74,3
"1385","Romania",109,26.654,3
"1386","Norway",109,31.099,1
"1387","Croatia",109,11.91,1
"1388","Switzerland",109,165.666,1
"1389","Czechia",109,19.63,1
"1390","Belarus",109,6.293,1
"1391","Ireland",109,193.705,2
"1392","Hungary",109,22.574,3
"1393","Bulgaria",109,6.193,1
"1394","Ukraine",109,2.141,2
"1395","Italy",109,424.9,3
"1396","France",109,186.641,3
"1397","Finland",109,48.549,1
"1398","Slovakia",109,2.658,3
"1399","Greece",109,10.881,3
"1400","Austria",109,54.924,1
"1401","United Kingdom",109,455.021,2
"1402","Lithuania",109,9.818,3
"1403","Estonia",109,84.46,2
"1404","North Macedonia",109,26.748,2
"1405","Bosnia and Herzegovina",109,16.391,1
"1406","Netherlands",109,241.573,1
"1407","Spain",109,478.567,3
"1408","Poland",109,10.613,3
"1409","Denmark",109,65.281,1
"1410","Germany",109,89.025,2
"1411","Albania",109,9.147,1
"1412","Poland",110,11.315,3
"1413","Italy",110,432.759,3
"1414","Lithuania",110,10.182,3
"1415","Belarus",110,6.293,1
"1416","Portugal",110,79.74,3
"1417","Estonia",110,84.46,2
"1418","United Kingdom",110,471.33,2
"1419","North Macedonia",110,26.748,2
"1420","Hungary",110,25.082,3
"1421","France",110,186.641,3
"1422","Bulgaria",110,6.193,1
"1423","Bosnia and Herzegovina",110,16.7,1
"1424","Spain",110,478.567,3
"1425","Ireland",110,202.464,2
"1426","Switzerland",110,169.213,1
"1427","Ukraine",110,2.141,2
"1428","Czechia",110,20.202,1
"1429","Netherlands",110,241.573,1
"1430","Albania",110,9.499,1
"1431","Sweden",110,220.014,1
"1432","Denmark",110,66.981,1
"1433","Greece",110,10.881,3
"1434","Croatia",110,12.406,1
"1435","Serbia",110,20.228,1
"1436","Belgium",110,586.826,2
"1437","Germany",110,89.025,2
"1438","Norway",110,33.123,1
"1439","Latvia",110,4.323,2
"1440","Slovakia",110,3.012,3
"1441","Romania",110,27.722,3
"1442","Austria",110,56.266,1
"1443","Finland",110,49.271,1
"1444","Slovenia",110,39.154,2
"1445","Belarus",111,6.607,1
"1446","Bulgaria",111,6.193,1
"1447","Ukraine",111,2.141,2
"1448","Slovakia",111,3.012,3
"1449","Sweden",111,228.45,1
"1450","France",111,186.641,3
"1451","North Macedonia",111,26.748,2
"1452","United Kingdom",111,486.691,2
"1453","Latvia",111,4.323,2
"1454","Netherlands",111,241.573,1
"1455","Austria",111,57.049,1
"1456","Czechia",111,20.774,1
"1457","Bosnia and Herzegovina",111,17.009,1
"1458","Finland",111,49.632,1
"1459","Portugal",111,79.74,3
"1460","Germany",111,89.025,2
"1461","Norway",111,35.147,1
"1462","Switzerland",111,172.302,1
"1463","Serbia",111,20.956,1
"1464","Lithuania",111,10.545,3
"1465","Croatia",111,12.654,1
"1466","Ireland",111,209.432,2
"1467","Romania",111,28.841,3
"1468","Albania",111,9.499,1
"1469","Estonia",111,84.46,2
"1470","Spain",111,478.567,3
"1471","Belgium",111,600.296,2
"1472","Slovenia",111,39.154,2
"1473","Poland",111,12.319,3
"1474","Italy",111,439.873,3
"1475","Denmark",111,68.511,1
"1476","Hungary",111,26.286,3
"1477","Greece",111,10.881,3
"1478","Germany",112,97.745,2
"1479","Belgium",112,613.508,2
"1480","Latvia",112,7.025,2
"1481","Norway",112,35.515,1
"1482","Netherlands",112,281.712,1
"1483","Denmark",112,71.061,1
"1484","Italy",112,446.903,3
"1485","Romania",112,30.571,3
"1486","Bosnia and Herzegovina",112,17.628,1
"1487","France",112,219.074,3
"1488","Greece",112,12.903,3
"1489","Lithuania",112,11.272,3
"1490","Ireland",112,216.201,2
"1491","Estonia",112,91.247,2
"1492","Spain",112,528.737,3
"1493","Portugal",112,97.947,3
"1494","Finland",112,50.896,1
"1495","Poland",112,13.072,3
"1496","Belarus",112,7.027,1
"1497","Ukraine",112,3.274,2
"1498","Czechia",112,21.155,1
"1499","Switzerland",112,175.162,1
"1500","Serbia",112,21.975,1
"1501","Slovakia",112,3.19,3
"1502","Croatia",112,13.398,1
"1503","Slovenia",112,42.456,2
"1504","Hungary",112,27.289,3
"1505","Sweden",112,235.37,1
"1506","United Kingdom",112,501.563,2
"1507","Albania",112,9.499,1
"1508","Bulgaria",112,8.257,1
"1509","Austria",112,57.721,1
"1510","North Macedonia",112,32.957,2
"1511","Slovakia",113,3.19,3
"1512","Bulgaria",113,8.257,1
"1513","Belarus",113,7.551,1
"1514","France",113,219.074,3
"1515","Estonia",113,91.247,2
"1516","Netherlands",113,281.712,1
"1517","Czechia",113,21.346,1
"1518","Latvia",113,7.025,2
"1519","Albania",113,9.499,1
"1520","Belgium",113,625.69,2
"1521","Slovenia",113,42.456,2
"1522","Portugal",113,97.947,3
"1523","Denmark",113,71.741,1
"1524","Ukraine",113,3.274,2
"1525","Austria",113,59.175,1
"1526","North Macedonia",113,32.957,2
"1527","Italy",113,451.307,3
"1528","Finland",113,51.076,1
"1529","Ireland",113,225.757,2
"1530","Poland",113,13.373,3
"1531","Hungary",113,28.092,3
"1532","Lithuania",113,11.636,3
"1533","Norway",113,35.515,1
"1534","Germany",113,97.745,2
"1535","Croatia",113,13.646,1
"1536","Switzerland",113,176.65,1
"1537","Spain",113,528.737,3
"1538","Sweden",113,242.385,1
"1539","United Kingdom",113,515.161,2
"1540","Bosnia and Herzegovina",113,18.246,1
"1541","Romania",113,31.486,3
"1542","Greece",113,12.903,3
"1543","Serbia",113,22.702,1
"1544","United Kingdom",114,528.404,2
"1545","Switzerland",114,179.281,1
"1546","Germany",114,97.745,2
"1547","Portugal",114,97.947,3
